Var1_ 1,Var1_ 2,Var1_ 3,Var1_ 4,Var1_ 5,Var1_ 6,Var1_ 7,Var1_ 8,Var1_ 9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,Var1_43,Var1_44,Var1_45,Var1_46,Var1_47,Var1_48,Var1_49,Var1_50,Var1_51,Var1_52
0.00152856244407842,0.00138311868636945,0.00125555880169683,0.00114367965591827,0.00104535659750402,0.000958648017858106,0.000881826949784828,0.000813376080865564,0.000751974757850712,0.000696490015877409,0.000645970328726648,0.000599635983896371,0.000556862330415424,0.000517156955936903,0.000480134853700323,0.000445495314620788,0.000413002001744442,0.000382465864430724,0.000353730553096061,0.000326661239214747,0.000301138625959737,0.000277059279335073,0.000254341352444892,0.000232932526144429,0.000212815883614395,0.0001940100934397,0.000176562399209435,0.000160535609678868,0.000145992463682994,0.000132981488387244,0.000121527428125844,0.000111626996502992,0.000103248334330617,9.633149642545e-05,9.0788126732552e-05,8.6500533310103e-05,8.33221891819129e-05,8.10821267681862e-05,7.95945818947666e-05,7.86731645595156e-05,7.81466951827933e-05,7.78726212647819e-05,7.77443845512245e-05,7.76912737005425e-05,7.76721365450412e-05,7.76662552153053e-05,7.76647486932936e-05,7.7664435561865e-05,7.76643843715014e-05,7.76643780223861e-05,7.76643774491418e-05,1
0.00151863631314296,0.00137482961108481,0.00124868304862755,0.0011380090199178,0.00104069998029083,0.00095483567767094,0.000878714652748692,0.000810847273547496,0.000749940349501953,0.000694886348714568,0.000644756173779349,0.000598789220402393,0.000556376622299368,0.000517038367939891,0.000480398100271936,0.000446159352037621,0.000414084963945407,0.000383979716394289,0.000355676007006295,0.000329023308012183,0.000303882889849448,0.000280128955735882,0.000257655785518242,0.000236388354018555,0.000216292170067564,0.000197377747484836,0.00017969663724091,0.000163328911581025,0.000148365131427193,0.000134887626532769,0.000122955499340112,0.000112595480804726,0.000103798020590543,9.65163898414328e-05,9.06668860257325e-05,8.61298787171336e-05,8.27530004170025e-05,8.03581335248863e-05,7.87528296998543e-05,7.77450722720243e-05,7.71587154966527e-05,7.68461981273794e-05,7.66956277104136e-05,7.66310239225356e-05,7.66067557457966e-05,7.6598928775055e-05,7.65968098619468e-05,7.65963408290697e-05,7.65962584778819e-05,7.65962474034918e-05,7.65962463075963e-05,1
0.00152312652813005,0.00137726936499245,0.00124946857904946,0.00113750302906403,0.00103922586232923,0.000952670348668891,0.000876082822158956,0.000807919115158825,0.000746832972373172,0.00069166839129148,0.0006414545921217,0.000595397513443341,0.000552863855289009,0.000513358313815954,0.0004764978168377,0.000441986722476009,0.000409595080901146,0.000379140296726453,0.000350472229848808,0.000323462608969468,0.00029800013813846,0.000273991710773896,0.000251367981220229,0.000230089623450209,0.000210150266361053,0.000191573537712138,0.000174404028623364,0.000158694214425902,0.000144490670829483,0.000131822944583375,0.000120697173502777,0.000111094457407568,0.000102972014810511,9.62644149246198e-05,9.08831327274151e-05,8.67147295172831e-05,8.36198294596688e-05,8.14356910458485e-05,7.99842414713445e-05,7.90853010289596e-05,7.85722384875725e-05,7.8305694549997e-05,7.81813489032969e-05,7.81300432910693e-05,7.81116407410776e-05,7.81060157151619e-05,7.81045840449217e-05,7.81042887189955e-05,7.8104240870495e-05,7.81042349982546e-05,7.81042344745885e-05,1
0.00152715924694412,0.00138077638541511,0.00125237606180824,0.00113978072264263,0.00104088086402105,0.000953738049233132,0.000876616225992849,0.000807978297635409,0.000746476624680058,0.000690948855600806,0.000640416664351909,0.000594080128549286,0.000551303045694411,0.000511589728295306,0.000474557588093316,0.000439910422102197,0.000407415518778456,0.000376885447627297,0.000348164241619596,0.000321117906187633,0.000295629846210186,0.00027160164999005,0.0002489582820772,0.00022765487759267,0.00020768128942227,0.000189061137781855,0.00017184419235353,0.000156093502415496,0.000141870540447342,0.000129221903503846,0.000118169837578871,0.000108706842212973,0.000100793057724001,9.43549093230245e-05,8.92845648886479e-05,8.5441209742595e-05,8.26557994624391e-05,8.07403366765176e-05,7.95012054223426e-05,7.875445227372e-05,7.83398237132866e-05,7.81303392344523e-05,7.80353821306312e-05,7.79973809458857e-05,7.79842010062718e-05,7.79803235923909e-05,7.79793798837155e-05,7.79791952761941e-05,7.7979167199013e-05,7.7979164002399e-05,7.79791637414492e-05,1
0.00152641894684468,0.00138062301561855,0.00125281575719813,0.00114080803862731,0.00104247035327214,0.000955839412774556,0.000879155178893683,0.000810862992789364,0.000749607536740632,0.000694229226724332,0.000643760968332641,0.000597419088454216,0.000554585046351997,0.000514779558391223,0.00047763398426512,0.000442863735186687,0.000410246132519276,0.000379602734290806,0.00035078526831887,0.000323665076018513,0.000298127144222055,0.000274069882963976,0.00025141027558098,0.000230091757649609,0.000210090707671194,0.000191417784914533,0.000174112417332793,0.000158231462909389,0.000143835104953114,0.000130973506041796,0.000119676621630839,0.000109947666923912,0.000101759194445581,9.50504422059713e-05,8.97255908101776e-05,8.56539619314206e-05,8.26738734175853e-05,8.06012982841121e-05,7.92429753145917e-05,7.84119477838646e-05,7.79423651714044e-05,7.77002361991711e-05,7.75878606100487e-05,7.75416434049895e-05,7.75250996185391e-05,7.75200516944464e-05,7.75187702117923e-05,7.75185070398163e-05,7.7518464708502e-05,7.75184595686437e-05,7.75184591169031e-05,1
0.00152179886414536,0.00137615892835904,0.00124861392690126,0.00113694174975809,0.00103897620655241,0.000952722819376393,0.000876400786886309,0.000808445130121258,0.000747497194371338,0.000692396601621359,0.000642174774646324,0.000596044849949283,0.000553384398818041,0.000513711733205168,0.000476659545622646,0.000441949530643607,0.000409369648762799,0.000378754177649526,0.000349966908127926,0.000322889027228159,0.000297413594123245,0.000273447017152856,0.000250915289510564,0.000229770765864239,0.000209995320480826,0.000191597670583112,0.000174605206476682,0.000159052607867107,0.000144970316756,0.000132375604251569,0.000121267730331589,0.000111626933170774,0.000103415381713182,9.65776259780784e-05,9.10389316828226e-05,8.67017786134952e-05,8.34426867806132e-05,8.11124114670775e-05,7.95419245042287e-05,7.85545616544527e-05,7.79819784527254e-05,7.7679429325653e-05,7.75357100700695e-05,7.74752435155842e-05,7.74530881087296e-05,7.74461534733714e-05,7.74443403108323e-05,7.74439544617376e-05,7.74438896261226e-05,7.74438813203896e-05,7.74438805413952e-05,1
0.00152088142223708,0.00137423235928258,0.00124565001254225,0.0011329357999548,0.00103397563830643,0.000946837424649376,0.000869794440096414,0.000801314264969259,0.000740044376863182,0.000684807152994438,0.000634601487097716,0.000588602039150844,0.000546149282160179,0.000506729292393074,0.000469947112731934,0.000435499239156404,0.000403149550733906,0.000372710556859656,0.000344030045890307,0.000316982830830251,0.000291467506733583,0.000267407649204047,0.000244755441139117,0.000223494458120767,0.00020363852774347,0.000185225295022396,0.000168305368901683,0.000152929548205801,0.000139137047870318,0.000126946925652969,0.000116353487308017,0.00010732491530332,9.98033673138343e-05,9.37048648453773e-05,8.89184852404123e-05,8.53060009931222e-05,8.27041487501238e-05,8.09314720331078e-05,7.98001721535031e-05,7.91312162557993e-05,7.87690719993888e-05,7.85919403777909e-05,7.85148002770271e-05,7.84853774308813e-05,7.84757313228611e-05,7.84730714640332e-05,7.84724699515146e-05,7.8472361618575e-05,7.84723465997739e-05,7.84723450585651e-05,7.84723449466273e-05,1
0.00151951972688467,0.0013744560808922,0.00124714914814076,0.00113546423667767,0.0010373322387008,0.000950846303179764,0.00087429128656252,0.000806143023176608,0.000745063958350144,0.000689903364754736,0.000639697359907229,0.000593661164230367,0.000551170526519049,0.000511735252095487,0.000474971054308209,0.000440575283569882,0.000408308733016966,0.000377982135179254,0.000349444428051754,0.000322571189629976,0.000297254509923713,0.000273397442558226,0.000250915311767615,0.000229743012950975,0.000209844241320151,0.000191217490611299,0.000173895300791862,0.000157936401899502,0.000143413091855762,0.000130397032773329,0.000118945759809725,0.000109090782562085,0.000100827430819895,9.41069318783521e-05,8.88321072660196e-05,8.4858632020288e-05,8.20032714840772e-05,8.00588115388515e-05,7.88132107620729e-05,7.80689124208197e-05,7.76581039978796e-05,7.74510898523315e-05,7.73571584789262e-05,7.73194060608781e-05,7.73062221192366e-05,7.73023100143295e-05,7.73013486774337e-05,7.7301158708271e-05,7.73011295115095e-05,7.7301126150978e-05,7.73011258734449e-05,1
0.00152577130655017,0.0013799767649451,0.00125228756475693,0.0011404451906706,0.00104226164799095,0.000955735269442849,0.000879090347767649,0.000810775718642838,0.000749451368670715,0.000693976732567791,0.000643401271242533,0.000596952590179776,0.000554018632847549,0.000514124269894982,0.000476905287192045,0.000442083001310879,0.000409441361863347,0.000378807170095295,0.000350034005255012,0.00032299121886723,0.000297559571654376,0.000273633751283278,0.00025112957169474,0.000229991729831464,0.000210197916894393,0.000191756824984169,0.000174700070881647,0.000159070141703681,0.000144907532961145,0.00013224012816409,0.000121076676555685,0.000111404388768586,0.000103188966743995,9.63747003489021e-05,9.08830374228773e-05,8.66098487270249e-05,8.34234266838014e-05,8.11660814454954e-05,7.96615224759268e-05,7.8728127228839e-05,7.81954622804398e-05,7.79194097310198e-05,7.77913078900128e-05,7.77389039467162e-05,7.7720333908757e-05,7.77147458101579e-05,7.77133500772723e-05,7.77130682628691e-05,7.77130236514962e-05,7.77130183080967e-05,7.77130178433411e-05,1
0.00152258508177663,0.00137681845742544,0.00124895380514362,0.00113684036217614,0.0010383846455993,0.000951658803028763,0.000874936013307975,0.000806688712602266,0.000745578408167938,0.000690449516132639,0.000640326152880406,0.000594405640961921,0.000552044406138266,0.000512736584921754,0.000476089026868803,0.000441796777519635,0.000409621420914464,0.000379372852186452,0.000350894490145931,0.000324052491183015,0.000298730071349354,0.00027482759209388,0.000252267519415182,0.000231001508329884,0.000211015765535261,0.000192331200548607,0.000174996678012797,0.000159076258169978,0.000144633595573962,0.000131717623611584,0.00012035278661402,0.000110534787982644,0.000102230325443267,9.53780356683181e-05,8.9888600239668e-05,8.56440644973317e-05,8.2498371216532e-05,8.02816486094476e-05,7.88096794040057e-05,7.78978549235401e-05,7.73767687257035e-05,7.71054093387734e-05,7.69783841625443e-05,7.6925743803397e-05,7.69067624827019e-05,7.69009241227496e-05,7.68994271698565e-05,7.68991156922093e-05,7.68990647113305e-05,7.68990583798352e-05,7.68990578073442e-05,1
